10	117	0.12
10	231	0.99
10	438	0.1
10	689	0.12
10	828	0.99
10	842	0.3
10	954	0.17
10	1365	0.99
10	2595	0.15
10	3221	0.99
10	3388	0.15
11	56	0.73
11	74	0.25
11	75	0.58
11	128	0.25
11	159	0.72
11	160	0.25
11	641	0.32
11	707	0.72
11	842	0.51
11	926	0.26
11	1192	0.83
11	1218	0.24
11	1220	0.8
11	1305	0.77
11	1472	0.32
11	1684	0.25
11	1815	0.83
11	2204	0.23
11	2301	0.53
11	2349	0.33
11	2462	0.33
11	2540	0.93
11	2656	0.25
11	2746	0.74
11	2850	0.33
11	2893	0.25
11	3072	0.24
11	3194	0.23
11	3462	0.25
11	3473	0.26
14	75	0.63
14	160	0.15
14	707	0.15
14	720	0.99
14	746	0.19
14	812	0.99
14	903	0.99
14	1846	0.99
14	2306	0.99
14	2556	0.99
14	3072	0.15
14	3516	0.19
14	3530	0.99
18	166	0.15
18	272	0.17
18	482	0.16
18	521	0.99
18	538	0.16
18	553	0.99
18	1302	0.99
18	1432	0.55
18	1619	0.17
18	1745	0.11
18	2599	0.78
18	2782	0.93
18	2943	0.58
18	3166	0.7
18	3477	0.36
19	2349	0.4
21	27	0.64
21	842	0.15
21	1684	0.99
21	2203	0.19
21	2595	0.15
21	3196	0.12
21	3522	0.15
23	60	0.16
23	75	0.12
23	160	0.12
23	340	0.15
23	424	0.99
23	463	0.14
23	483	0.16
23	642	0.11
23	707	0.12
23	762	0.73
23	954	0.16
23	996	0.15
23	1036	0.15
23	1123	0.11
23	1613	0.11
23	1652	0.14
23	2059	0.16
23	2361	0.16
23	3053	0.6
26	1098	0.14
26	1631	0.13
26	3012	0.83
27	2575	0.38
28	30	0.1
28	224	0.14
28	381	0.63
28	390	0.34
28	420	0.14
28	438	0.81
28	538	0.18
28	629	0.11
28	707	0.11
28	842	0.72
28	846	0.72
28	862	0.21
28	919	0.1
28	1251	0.6
28	1388	0.11
28	1476	0.1
28	1613	0.11
28	1719	0.5
28	1727	0.34
28	1755	0.12
28	2140	0.13
28	2232	0.51
28	2359	0.11
28	2516	0.99
28	2587	0.95
28	2661	0.11
28	2883	0.47
28	3012	0.11
28	3111	0.11
28	3279	0.11
28	3327	0.72
28	3344	0.1
28	3385	0.63
28	3400	0.95
28	3473	0.6
28	3650	0.11
28	3651	0.6
30	2588	0.14
33	262	0.23
33	316	0.3
33	1572	0.98
33	2948	0.53
34	1064	0.99
35	842	0.2
35	1359	0.22
35	1780	0.99
35	2688	0.15
35	3529	0.97
38	2120	0.14
40	43	0.54
40	129	0.82
40	148	0.42
40	228	0.33
40	559	0.54
40	724	0.99
40	1429	0.94
40	1827	0.11
40	1979	0.96
40	2063	0.99
40	2324	0.97
40	2424	0.99
40	2437	0.54
46	420	0.31
46	629	0.32
46	862	0.65
46	1685	0.34
46	2129	0.34
46	2375	0.34
46	3335	0.34
46	3473	0.43
46	3650	0.34
50	2693	0.3
51	1288	0.13
51	2216	0.2
51	2872	0.2
51	3020	0.2
52	51	0.99
57	1375	0.13
57	1745	0.11
57	2457	0.99
57	2465	0.99
57	2934	0.99
58	269	0.99
58	891	0.73
58	1031	0.22
58	2265	0.99
58	3467	0.89
59	60	0.13
59	74	0.93
59	75	0.12
59	159	0.14
59	160	0.14
59	390	0.16
59	444	0.11
59	526	0.51
59	577	0.11
59	672	0.5
59	707	0.57
59	769	0.11
59	844	0.18
59	897	0.11
59	910	0.1
59	913	0.11
59	922	0.11
59	937	0.13
59	955	0.34
59	1048	0.11
59	1122	0.28
59	1251	0.11
59	1343	0.11
59	1384	0.11
59	1388	0.11
59	1635	0.97
59	1900	0.99
59	2119	0.11
59	2445	0.13
59	2516	0.56
59	2667	0.11
59	2980	0.11
59	3012	0.99
59	3360	0.11
59	3385	0.12
59	3436	0.11
62	3533	0.11
66	62	0.1
66	65	0.99
66	542	0.13
66	685	0.11
66	715	0.13
66	1167	0.13
66	1661	0.11
66	2214	0.13
66	3021	0.13
66	3137	0.13
66	3344	0.1
71	53	0.33
71	200	0.25
71	211	0.53
71	395	0.33
71	689	0.26
71	1188	0.53
71	1332	0.33
71	1684	0.25
71	2943	0.25
71	3365	0.25
71	3376	0.25
72	401	0.77
72	1655	0.37
72	1666	0.84
72	2518	0.98
72	2565	0.98
74	75	0.94
74	159	0.94
74	214	0.12
74	707	0.11
74	802	0.11
74	866	0.11
74	1029	0.11
74	1310	0.99
74	1329	0.99
74	1684	0.21
74	1798	0.11
74	1820	0.11
74	1996	0.11
74	2190	0.99
74	2538	0.11
74	2541	0.11
74	2575	0.99
74	2656	0.54
74	3072	0.99
74	3095	0.92
74	3661	0.11
75	19	0.12
75	108	0.77
75	159	0.94
75	160	0.96
75	346	0.11
75	390	0.37
75	625	0.11
75	707	0.94
75	951	0.11
75	1056	0.11
75	1310	0.99
75	1329	0.94
75	1525	0.29
75	1566	0.11
75	1595	0.13
75	1684	0.71
75	1755	0.58
75	1770	0.29
75	1815	0.61
75	2190	0.99
75	2349	0.16
75	2351	0.11
75	2540	0.11
75	2575	0.99
75	2594	0.54
75	2599	0.11
75	2641	0.32
75	2656	0.99
75	2880	0.1
75	2938	0.93
75	3194	0.49
75	3196	0.78
75	3251	0.11
75	3461	0.27
75	3582	0.11
81	289	0.82
87	197	0.3
87	704	0.29
87	2410	0.3
87	2966	0.3
88	200	0.12
88	2757	0.17
89	390	0.39
91	3362	0.99
92	1031	0.17
93	602	0.11
93	1031	0.13
93	1037	0.11
93	1894	0.11
93	3187	0.14
93	3354	0.11
94	93	0.1
94	438	0.98
94	778	0.11
94	842	0.29
94	1705	0.99
94	2349	0.29
94	2359	0.11
94	3009	0.11
94	3089	0.15
94	3300	0.11
95	559	0.17
95	839	0.19
95	1085	0.14
95	1938	0.67
95	2779	0.99
97	163	0.11
97	390	0.15
97	1250	0.99
97	1321	0.11
97	1332	0.48
97	2284	0.16
97	2359	0.11
97	2930	0.11
97	2960	0.11
99	1616	0.11
99	2262	0.11
99	2880	0.99
99	3360	0.15
99	3533	0.11
100	2349	0.33
100	2967	0.25
101	2982	0.29
101	3101	0.4
102	1393	0.39
102	1912	0.29
102	2164	0.39
102	2497	0.29
103	1202	0.83
103	1437	0.11
103	2220	0.16
103	2465	0.11
103	2492	0.11
103	2628	0.16
103	2740	0.1
103	2943	0.11
103	3224	0.16
103	3485	0.16
104	1184	0.84
104	1194	0.97
104	1419	0.97
104	1490	0.97
104	1798	0.63
104	2584	0.98
104	2809	0.39
104	3088	0.98
104	3366	0.97
104	3611	0.94
107	1608	0.11
107	1739	0.15
107	2314	0.15
107	2349	0.17
107	2529	0.15
107	3321	0.15
107	3667	0.99
108	636	0.99
108	784	0.89
108	1374	0.13
108	2538	0.99
108	2938	0.99
109	1888	0.29
111	75	0.73
111	160	0.58
111	1376	0.12
111	3567	0.99
115	132	0.14
115	1700	0.15
115	2398	0.7
115	3422	0.15
115	3641	0.22
117	26	0.12
117	255	0.12
117	515	0.99
117	778	0.11
117	846	0.36
117	1574	0.77
117	2405	0.12
124	1008	0.42
124	2596	0.3
124	3116	0.99
126	22	0.99
126	164	0.15
126	381	0.64
126	707	0.12
126	844	0.99
126	846	0.99
126	960	0.64
126	1251	0.12
126	1493	0.12
126	1602	0.16
126	1725	0.99
126	2140	0.99
126	2489	0.99
126	2516	0.56
126	2986	0.1
127	391	0.11
127	532	0.11
127	568	0.11
127	614	0.16
127	1380	0.74
127	1515	0.11
127	1518	0.16
127	1561	0.11
127	1636	0.97
127	1971	0.16
127	1989	0.11
127	2346	0.16
127	2465	0.4
127	2631	0.15
127	2872	0.16
127	3251	0.11
127	3659	0.88
129	2128	0.15
129	2741	0.15
129	3159	0.11
132	672	0.13
132	846	0.15
132	1251	0.67
132	2516	0.99
132	2710	0.22
132	3473	0.15
135	1328	0.8
137	642	0.14
137	782	0.14
137	2284	0.48
137	2410	0.14
142	197	0.15
142	842	0.2
142	846	0.15
143	277	0.97
143	313	0.8
143	433	0.82
143	793	0.77
143	842	0.4
143	1003	0.98
143	1204	0.97
143	1265	0.82
143	1453	0.29
143	1560	0.18
143	1569	0.82
143	1613	0.3
143	2349	0.4
143	3028	0.98
143	3093	0.98
143	3141	0.12
143	3260	0.97
143	3595	0.98
143	3649	0.97
145	846	0.3
145	1173	0.98
145	1419	0.29
145	2307	0.84
145	2419	0.85
150	74	0.25
150	160	0.98
150	202	0.25
150	707	0.26
150	709	0.25
150	1827	0.26
150	2753	0.25
150	3105	0.97
157	224	0.67
157	234	0.99
157	704	0.99
157	846	0.15
157	1251	0.67
157	2516	0.15
157	2883	0.15
157	3074	0.15
157	3344	0.13
157	3651	0.26
158	1388	0.15
159	37	0.13
159	160	0.94
159	232	0.11
159	308	0.1
159	362	0.66
159	390	0.15
159	438	0.11
159	515	0.22
159	568	0.11
159	687	0.11
159	707	0.83
159	792	0.12
159	846	0.11
159	976	0.99
159	1121	0.11
159	1127	0.13
159	1310	0.99
159	1705	0.84
159	1868	0.87
159	1900	0.11
159	2190	0.15
159	2208	0.11
159	2235	0.94
159	2349	0.13
159	2359	0.11
159	2441	0.13
159	2480	0.13
159	2575	0.99
159	2641	0.18
